Customer Loyalty ID,Gender,Geographic Region,Loyalty Status,Neigborhood Cluster-55 Level,Neighborhood Cluster-7 Level,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
35173595,U,Midlands,Silver,34,D,East,8,68,5,0
35174206,F,South East,Gold,27,D,London,10,40,2,0
35174788,F,South East,Tin,51,F,London,12,45,5,0
35176829,M,North,Tin,53,F,N East,7,34,7,1
35177566,U,North,Gold,52,F,Yorkshire,13,53,3,0
35178384,U,North,Platinum,22,C,N West,7,55,9,0
35179178,F,South East,Tin,21,C,London,6,31,5,0
35180702,M,South East,Silver,12,B,London,6,55,16,0
35181067,F,South East,Tin,52,F,S & S East,10,51,5,0
35187588,U,Scottish,Tin,27,D,Border,4,61,8,0
35188037,F,Midlands,Silver,25,C,Wales & West,16,68,5,0
35188177,M,South East,Gold,14,B,S & S East,9,40,1,0
35189181,F,Midlands,Tin,44,E,East,9,60,10,1
35189424,F,South East,Silver,32,D,London,13,38,8,1
35189513,M,Midlands,Silver,9,B,Midlands,10,42,5,1
35189742,F,Midlands,Tin,47,F,Midlands,10,37,8,1
35190368,F,North,Gold,44,E,Yorkshire,9,55,2,0
35190759,M,Midlands,Silver,19,C,Wales & West,6,52,11,0
35191151,F,Midlands,Silver,41,E,Midlands,13,25,5,1
35191968,F,South East,Gold,7,B,London,3,61,6,0
35193049,F,South East,Silver,52,F,London,7,40,9,1
35193820,F,South West,Tin,43,E,S West,10,51,5,1
35194185,F,South East,Gold,9,B,London,5,61,9,0
35194541,F,Midlands,Tin,24,C,Wales & West,12,69,8,0
35195530,U,South East,Gold,4,A,London,6,76,2,0
35195580,F,Midlands,Tin,24,C,Wales & West,7,36,8,1
35197176,M,Midlands,Silver,22,C,Wales & West,13,66,5,1
35197893,M,South West,Tin,23,C,S West,5,55,5,0
35198547,F,South East,Gold,12,B,London,10,66,5,0
35199055,F,Scottish,Silver,24,C,N Scot,13,0,2,0
35199284,F,Midlands,Tin,12,B,Midlands,0,57,8,0
35199497,U,South East,Silver,4,A,London,6,50,5,0
35199810,F,South East,Silver,4,A,London,6,56,11,1
35200312,U,South East,Silver,28,D,London,4,67,6,0
35201165,M,North,Tin,46,F,N West,9,39,5,1
35203389,U,South East,Silver,12,B,London,15,45,5,0
35204245,U,North,Gold,4,A,N East,14,63,5,0
35205063,U,South East,Gold,29,D,London,8,73,1,0
35205683,M,South East,Tin,4,A,London,15,54,8,0
35207538,F,North,Tin,27,D,N East,15,30,5,1
35208399,F,North,Silver,22,C,Yorkshire,6,45,3,0
35208950,M,Midlands,Gold,41,E,Midlands,11,32,4,0
35210571,M,Scottish,Silver,45,E,N Scot,13,43,8,1
35210784,M,Scottish,Silver,49,F,C Scotland,6,30,1,0
35212108,F,Scottish,Gold,32,D,C Scotland,7,69,6,0
35212604,M,Midlands,Gold,12,B,Midlands,9,51,1,0
35212990,M,North,Gold,53,F,N West,11,50,2,0
35213430,F,Midlands,Tin,51,F,Wales & West,17,54,4,1
35213503,U,Midlands,Gold,14,B,East,7,53,2,0
35214763,U,Scottish,Tin,38,E,C Scotland,10,45,4,0
35215794,F,South East,Silver,29,D,S & S East,8,34,3,1
35215921,M,South East,Gold,27,D,S & S East,10,58,4,0
35216375,F,South West,Gold,49,F,S West,7,50,1,0
35217010,F,South West,Tin,30,D,S West,0,39,9,0
35218319,F,Midlands,Gold,37,E,East,10,38,1,0
35218904,F,Midlands,Silver,53,F,Midlands,11,43,9,1
35219803,F,South East,Tin,5,B,London,16,38,6,1
35220097,F,South East,Tin,19,C,London,13,38,4,1
35220585,M,South East,Silver,3,A,London,5,58,5,0
35221573,U,South East,Silver,51,F,London,12,0,6,0
35223428,F,South East,Tin,8,B,London,13,28,7,1
35223819,F,South East,Gold,4,A,London,0,77,7,0
35227091,F,South East,Tin,32,D,London,0,40,4,1
35228047,U,South West,Silver,15,B,S West,7,67,10,1
35229094,M,South East,Tin,4,A,London,3,41,8,0
35230360,F,Midlands,Silver,25,C,Wales & West,0,39,9,0
35230475,F,U,Gold,23,C,Unknown,6,65,1,0
35230769,M,Midlands,Gold,28,D,Midlands,11,65,5,1
35234179,F,Midlands,Gold,53,F,East,11,43,2,0
35234330,M,Midlands,Silver,14,B,Midlands,12,43,6,1
35235230,F,U,Tin,19,C,Unknown,16,33,8,0
35236708,F,Midlands,Silver,34,D,Wales & West,7,25,5,0
35237402,F,Midlands,Tin,28,D,Wales & West,9,59,5,0
35237526,F,South East,Gold,49,F,London,11,54,5,0
35238360,F,North,Gold,22,C,N West,0,74,1,1
35240330,M,Midlands,Tin,49,F,Wales & West,12,41,5,0
35240616,F,North,Tin,53,F,Yorkshire,6,79,6,0
35240950,F,South East,Platinum,10,B,London,0,53,3,1
35243445,F,South East,Gold,27,D,London,7,54,2,0
35243526,U,Midlands,Gold,32,D,Midlands,5,56,3,0
35244484,F,North,Tin,24,C,Yorkshire,5,50,5,0
35247882,F,Midlands,Tin,12,B,East,11,38,5,0
35251910,M,South East,Gold,9,B,London,7,0,5,0
35252053,M,South East,Tin,4,A,London,10,60,9,0
35252657,F,Midlands,Silver,17,C,East,8,57,5,0
35254129,M,Midlands,Silver,28,D,Wales & West,16,68,1,0
35254978,F,Scottish,Silver,10,B,C Scotland,15,78,18,0
35255311,F,Midlands,Silver,U,Unknown,Ulster,9,25,0,1
35255575,U,Midlands,Gold,35,D,East,5,74,3,0
35255788,F,South East,Silver,49,F,S & S East,11,59,9,0
35256334,F,Midlands,Tin,27,D,East,9,40,4,0
35256393,F,South East,Gold,12,B,S & S East,15,62,7,1
35256962,F,South West,Silver,49,F,S West,11,54,7,0
35257624,F,South East,Silver,17,C,London,11,57,4,0
35258485,M,North,Silver,17,C,N West,5,48,4,0
35258817,M,North,Silver,40,E,Yorkshire,10,62,10,0
35259805,M,Scottish,Silver,34,D,C Scotland,8,69,2,0
35260099,M,South East,Gold,1,A,London,8,60,19,0
35260528,U,Midlands,Silver,32,D,Wales & West,9,71,2,0
35261397,M,South East,Gold,27,D,London,6,0,8,0
35263950,F,Midlands,Tin,24,C,Midlands,12,34,5,1
35264663,M,South West,Tin,50,F,S West,12,30,5,1
35266402,M,Scottish,Silver,50,F,C Scotland,5,33,1,0
35267018,U,Midlands,Silver,51,F,Midlands,6,48,11,0
35267654,F,South East,Gold,U,Unknown,London,10,71,8,0
35267875,F,Midlands,Tin,38,E,Wales & West,11,28,6,1
35268367,M,South East,Silver,44,E,London,6,54,3,0
35268901,U,North,Platinum,51,F,N West,8,58,16,0
35269983,F,Midlands,Gold,51,F,Midlands,11,34,5,1
35272445,F,Midlands,Silver,4,A,Midlands,11,43,1,1
35273387,F,South East,Gold,19,C,London,8,64,8,1
35274421,M,Midlands,Silver,19,C,East,4,53,6,1
35276645,M,South East,Gold,22,C,London,7,40,7,0
35276807,F,North,Platinum,2,A,N West,9,75,4,0
35277099,F,South East,Platinum,25,C,London,13,69,30,1
35279636,U,North,Silver,2,A,N West,5,58,5,0
35281746,F,Midlands,Tin,14,B,Wales & West,4,55,7,0
35283854,F,South East,Tin,34,D,S & S East,6,42,8,0
35284680,M,South East,Gold,51,F,S & S East,7,67,7,0
35287884,M,South East,Silver,43,E,S & S East,13,38,12,1
35288988,F,Midlands,Gold,U,Unknown,Ulster,4,45,6,0
35289887,F,Midlands,Tin,27,D,Wales & West,15,53,15,0
35291040,F,North,Silver,4,A,N East,8,61,2,1
35291067,M,South East,Gold,28,D,London,7,74,8,0
35292586,F,South East,Silver,41,E,London,7,60,8,0
35292691,F,North,Tin,34,D,N West,9,41,4,0
35293183,F,South East,Tin,27,D,S & S East,0,63,9,0
35293469,F,South East,Gold,16,C,S & S East,2,66,9,0
35293906,F,Midlands,Silver,U,Unknown,Midlands,9,32,10,1
35293990,M,North,Silver,52,F,N West,5,42,10,0
35294465,F,North,Gold,37,E,Yorkshire,7,61,2,0
35294678,F,Midlands,Tin,52,F,East,7,51,5,0
35294767,F,North,Platinum,32,D,Yorkshire,11,36,4,0
35296263,M,South East,Silver,48,F,London,14,67,7,1
35299653,U,U,Gold,14,B,Unknown,8,70,15,0
35300830,U,South East,Gold,35,D,London,11,52,4,0
35301607,F,South East,Silver,14,B,London,10,61,3,0
35302794,U,North,Gold,18,C,N West,8,75,36,0
35306048,U,Scottish,Tin,52,F,C Scotland,9,42,4,0
35306552,F,North,Gold,37,E,Yorkshire,13,0,20,0
35306820,M,South East,Gold,4,A,S & S East,8,54,2,0
35307095,M,South East,Silver,2,A,London,12,47,5,0
35307273,F,North,Gold,12,B,N West,9,70,8,0
35308482,F,South West,Tin,U,Unknown,S West,15,37,8,1
35308628,M,Midlands,Tin,49,F,Wales & West,8,40,5,0
35308830,U,South East,Silver,30,D,London,5,74,7,0
35309853,U,Midlands,Silver,27,D,East,0,45,2,0
35311017,F,Midlands,Tin,31,D,Midlands,8,60,5,1
35314849,F,North,Gold,4,A,Yorkshire,8,41,4,1
35316205,U,South East,Silver,32,D,London,7,24,7,0
35316361,F,North,Silver,16,C,N East,7,55,8,0
35317236,M,Midlands,Gold,35,D,Midlands,5,50,5,0
35318496,F,Scottish,Silver,52,F,C Scotland,11,29,1,1
35319468,F,South East,Gold,25,C,S & S East,7,57,11,0
35320369,F,South East,Silver,14,B,S & S East,20,33,11,1
35320601,F,Midlands,Tin,34,D,East,5,50,5,0
35321217,M,Midlands,Silver,8,B,East,6,57,1,0
35321772,U,South East,Gold,23,C,S & S East,7,75,2,0
35322116,M,North,Gold,18,C,Yorkshire,14,65,1,0
35323929,F,South East,Gold,8,B,S & S East,6,71,5,0
35324240,M,South East,Gold,24,C,London,4,49,6,0
35326057,F,South East,Gold,48,F,London,6,56,2,1
35328122,M,Midlands,Silver,27,D,East,9,55,5,0
35328726,F,North,Silver,37,E,Yorkshire,15,57,5,0
35328777,M,South East,Silver,30,D,S & S East,7,57,8,0
35330984,U,Midlands,Gold,32,D,East,8,31,1,0
35331000,M,Midlands,Gold,37,E,Midlands,4,53,9,0
35331115,F,North,Tin,34,D,N East,10,47,10,0
35331964,F,North,Silver,52,F,N West,3,34,9,0
35333576,M,Midlands,Tin,52,F,Midlands,11,28,5,0
35333673,M,Midlands,Tin,34,D,Midlands,11,43,8,0
35334076,F,North,Tin,12,B,N West,9,0,4,0
35334467,U,Midlands,Gold,12,B,Wales & West,7,54,2,0
35335668,F,South East,Silver,23,C,S & S East,4,37,12,0
35336524,F,South East,Silver,41,E,London,9,45,11,0
35336540,M,North,Gold,12,B,Yorkshire,15,56,5,0
35337679,M,North,Gold,25,C,Yorkshire,8,75,4,0
35338039,M,Midlands,Silver,8,B,Midlands,10,60,3,0
35338942,F,Midlands,Tin,U,Unknown,Ulster,10,47,4,0
35339361,F,South East,Gold,22,C,London,9,67,6,0
35340190,U,North,Silver,1,A,N East,10,58,8,0
35340831,M,Midlands,Gold,35,D,Midlands,7,61,6,0
35341412,F,South East,Gold,20,C,London,14,0,2,1
35341676,F,South West,Tin,44,E,S West,6,0,4,0
35342656,F,Scottish,Tin,45,E,N Scot,13,65,21,0
35344683,F,South East,Gold,U,Unknown,London,12,71,7,1
35345744,M,North,Tin,10,B,N East,6,60,5,0
35346074,F,Midlands,Gold,52,F,Midlands,8,68,15,1
35346511,M,Midlands,Gold,1,A,Midlands,11,75,5,0
35347151,F,North,Gold,33,D,Yorkshire,11,73,15,0
35349340,M,North,Platinum,19,C,N West,4,71,3,0
35349391,M,Midlands,Gold,U,Unknown,Wales & West,6,57,7,0
35349502,F,South East,Tin,53,F,London,6,30,4,0
35349863,M,South East,Platinum,2,A,London,10,54,3,0
35350268,F,Scottish,Silver,17,C,C Scotland,3,67,5,0
35350357,F,South East,Tin,36,E,S & S East,6,45,4,0
35350691,M,South East,Platinum,30,D,London,7,63,7,0
35351280,F,South East,Silver,20,C,London,8,0,7,1
35352376,M,Midlands,Tin,32,D,Midlands,15,38,4,0
35352740,U,South East,Silver,9,B,London,8,60,1,0
35353070,F,North,Platinum,37,E,N West,12,76,3,0
35353348,F,South East,Tin,20,C,S & S East,0,48,5,1
35355367,M,South East,Gold,52,F,London,1,63,14,0
35355537,U,Midlands,Silver,41,E,Wales & West,0,63,5,0
35356525,U,Midlands,Silver,12,B,Midlands,0,64,5,0
35356754,F,South East,Silver,5,B,S & S East,11,0,5,0
35357106,F,Midlands,Tin,47,F,Midlands,4,68,8,0
35357165,U,North,Silver,37,E,Yorkshire,8,73,10,0
35357599,U,South East,Gold,14,B,London,9,55,5,0
35357939,F,Midlands,Gold,10,B,Midlands,9,65,2,1
35358811,F,South East,Silver,51,F,London,9,42,7,0
35358919,F,South East,Gold,17,C,S & S East,0,62,8,1
35359648,F,Scottish,Gold,45,E,N Scot,12,73,7,1
35359826,U,South East,Gold,8,B,London,8,68,2,0
35360018,F,Midlands,Tin,1,A,Midlands,0,60,26,0
35363106,U,U,Silver,8,B,Unknown,4,71,17,0
35365192,F,Midlands,Gold,25,C,Wales & West,8,78,21,0
35366393,U,North,Tin,10,B,Yorkshire,9,74,8,0
35367233,U,South East,Silver,25,C,London,7,43,3,0
35369627,F,South East,Tin,18,C,S & S East,9,32,5,1
35371656,F,North,Gold,43,E,N West,9,70,2,1
35371990,F,Scottish,Silver,15,B,Border,13,54,0,1
35372130,M,South East,Gold,5,B,London,10,53,4,0
35372440,M,South East,Silver,10,B,London,9,78,6,0
35373772,F,South East,Gold,20,C,London,0,38,9,1
35375732,F,Midlands,Tin,33,D,Midlands,17,52,5,0
35376259,U,Midlands,Platinum,19,C,Wales & West,0,64,16,0
35376585,F,South East,Silver,52,F,London,7,28,1,0
35377611,M,South East,Silver,29,D,London,6,54,5,0
35379754,F,South East,Gold,29,D,London,15,35,9,1
35383026,M,Midlands,Tin,32,D,East,8,57,10,1
35384405,U,Midlands,Silver,19,C,Wales & West,12,60,7,1
35385150,F,Midlands,Tin,16,C,Wales & West,0,59,5,0
35385789,F,U,Gold,14,B,Unknown,14,67,14,0
35387080,M,North,Silver,52,F,N West,6,52,8,0
35387684,F,South East,Tin,19,C,London,7,42,7,0
35388133,F,Midlands,Silver,30,D,East,8,63,11,0
35389229,F,South East,Tin,14,B,S & S East,0,41,8,0
35391304,U,South East,Tin,14,B,London,3,37,5,0
35392416,U,South East,Silver,13,B,London,12,64,12,1
35397850,F,Midlands,Gold,14,B,Midlands,0,53,29,0
35399291,U,South East,Gold,19,C,S & S East,11,59,5,0
35401156,M,South East,Gold,U,Unknown,London,8,48,11,0
35401474,U,North,Tin,47,F,N East,8,46,5,0
35402004,M,South East,Silver,53,F,London,12,45,11,0
35403183,F,South East,Gold,4,A,London,10,58,6,0
35403795,M,U,Gold,51,F,Unknown,6,73,12,0
35407812,M,South East,Gold,2,A,S & S East,7,70,4,0
35408215,M,North,Gold,27,D,N West,16,71,25,0
35408452,M,Midlands,Tin,51,F,Wales & West,13,34,8,1
35408762,U,South East,Tin,52,F,S & S East,11,36,8,0
35411712,F,U,Silver,34,D,Unknown,9,28,4,1
35416528,F,Midlands,Tin,44,E,East,4,49,7,0
35417125,F,North,Silver,32,D,N West,8,50,1,0
35417346,U,South East,Silver,51,F,S & S East,12,74,5,0
35419047,M,South East,Silver,22,C,London,7,59,13,0
35420207,F,North,Silver,19,C,Yorkshire,10,66,2,0
35422544,F,South East,Silver,28,D,S & S East,11,37,8,1
35423427,M,South East,Gold,33,D,London,9,76,4,0
35427554,M,North,Silver,12,B,Yorkshire,9,62,3,0
35429328,U,South East,Tin,48,F,London,9,28,5,0
35429409,F,Midlands,Tin,49,F,East,11,61,5,0
35432892,F,Midlands,Gold,33,D,East,9,53,1,1
35433180,F,South East,Silver,25,C,London,11,61,1,0
35434313,M,Midlands,Silver,34,D,Midlands,7,45,1,0
35435972,U,South East,Platinum,13,B,London,8,60,4,0
35438874,U,South East,Gold,25,C,London,3,49,7,0
35439560,F,South East,Silver,21,C,London,16,30,4,1
35442421,F,South East,Silver,29,D,London,15,36,4,1
35443509,U,South East,Tin,6,B,S & S East,5,56,7,0
35450670,F,North,Gold,10,B,N West,0,55,5,0
35451269,U,Midlands,Gold,18,C,Midlands,0,64,6,0
35452435,F,South East,Gold,46,F,S & S East,3,0,5,0
35455310,U,Midlands,Silver,47,F,East,9,56,4,0
35455914,F,Midlands,Gold,30,D,East,6,68,6,1
35456236,F,South West,Gold,11,B,S West,7,71,6,0
35460098,M,Midlands,Gold,3,A,Wales & West,0,42,7,1
35461620,F,Midlands,Gold,31,D,Wales & West,5,41,5,0
35470778,F,South East,Silver,53,F,London,10,40,4,0
35472436,U,Midlands,Gold,38,E,Wales & West,7,79,2,0
35472690,F,North,Gold,27,D,Yorkshire,13,71,2,0
35476954,M,Midlands,Silver,9,B,Midlands,5,77,24,1
35476970,F,U,Silver,14,B,Unknown,9,59,8,0
35477284,M,South East,Gold,5,B,London,4,76,2,0
35477411,F,North,Silver,35,D,N East,9,57,1,1
35478035,M,North,Silver,38,E,N East,0,56,10,0
35478418,F,North,Tin,18,C,N West,11,68,8,0
35479708,U,Midlands,Gold,25,C,East,9,0,2,0
35480218,F,South East,Gold,5,B,London,13,70,6,1
35481419,F,Midlands,Tin,44,E,Midlands,0,61,9,1
35483675,M,Midlands,Silver,37,E,Wales & West,8,0,5,0
35485031,F,Midlands,Silver,33,D,East,14,42,1,1
35485791,M,South East,Silver,13,B,London,0,42,5,1
35486763,F,Midlands,Silver,28,D,Midlands,8,61,7,0
35488677,M,North,Gold,25,C,N East,7,29,6,1
35491279,F,South West,Gold,15,B,S West,9,63,3,0
35494812,F,South East,Silver,12,B,S & S East,0,61,8,0
35495819,U,South East,Tin,7,B,London,10,51,5,0
35496173,F,Scottish,Gold,12,B,C Scotland,12,66,5,0
35496319,M,South East,Gold,21,C,London,9,48,4,0
35496580,M,North,Gold,27,D,N East,8,56,13,0
35496904,F,U,Gold,10,B,Unknown,17,76,1,0
35497048,F,Midlands,Silver,41,E,Wales & West,0,51,9,1
35498303,F,South East,Silver,6,B,S & S East,12,70,8,0
35498915,U,South East,Gold,23,C,S & S East,10,68,8,0
35500090,F,South East,Silver,20,C,London,8,67,25,0
35500170,U,South East,Silver,23,C,London,4,0,1,0
35500790,F,Midlands,Gold,16,C,Midlands,7,72,2,0
35501509,F,South East,Silver,20,C,London,5,50,2,0
35501851,U,Midlands,Gold,8,B,East,11,0,4,0
35502572,M,North,Tin,16,C,N East,10,41,5,0
35503145,M,South East,Tin,12,B,S & S East,0,43,7,0
35504060,F,South East,Gold,48,F,London,14,40,4,1
35505008,F,South East,Gold,1,A,London,7,60,8,0
35505750,M,South East,Silver,34,D,London,6,72,4,0
35505776,F,Scottish,Silver,32,D,N Scot,0,57,5,0
35507450,M,Scottish,Silver,10,B,C Scotland,3,48,8,0
35508520,U,South East,Tin,7,B,London,12,46,9,0
35509089,F,North,Gold,U,Unknown,N East,0,76,10,0
35509542,M,South East,Silver,10,B,London,12,60,14,0
35509607,U,South East,Gold,31,D,S & S East,9,76,12,0
35512098,M,South East,Tin,41,E,S & S East,11,0,8,1
35512144,M,North,Tin,25,C,N West,8,48,5,0
35513973,U,North,Gold,38,E,N East,9,48,2,0
35514392,M,South East,Silver,12,B,S & S East,11,49,8,0
35514830,F,South East,Gold,26,C,London,8,65,8,0
35515267,M,Midlands,Tin,53,F,Wales & West,8,48,5,0
35515860,U,Midlands,Tin,52,F,East,8,30,4,0
35516263,U,Midlands,Silver,45,E,Wales & West,9,64,4,0
35516700,F,South East,Silver,8,B,London,9,54,3,0
35516808,U,North,Silver,25,C,N West,9,76,7,0
35522204,M,South East,Gold,6,B,S & S East,9,64,5,0
35523782,F,North,Tin,32,D,Yorkshire,11,62,4,1
35525769,F,Midlands,Gold,38,E,Wales & West,7,60,9,0
35526498,F,Midlands,Tin,17,C,East,11,0,9,1
35527443,F,North,Silver,8,B,Yorkshire,8,59,9,0
35529594,M,South East,Tin,35,D,S & S East,8,46,8,0
35531378,M,Midlands,Silver,19,C,East,7,51,5,0
35531564,F,South East,Tin,U,Unknown,S & S East,5,40,9,1
35531874,F,North,Platinum,13,B,N West,8,65,8,0
35532021,M,Scottish,Platinum,27,D,C Scotland,4,66,5,0
35532684,F,South East,Silver,4,A,London,31,38,11,1
35533656,M,North,Silver,19,C,N West,8,51,5,0
35534113,F,Midlands,Gold,12,B,East,0,36,2,0
35534865,F,Midlands,Silver,51,F,Wales & West,7,56,1,0
35535438,M,South East,Silver,24,C,S & S East,10,78,11,0
35536345,M,South East,Tin,34,D,London,9,46,4,0
35536710,M,North,Silver,51,F,Yorkshire,6,44,6,1
35536906,F,South East,Silver,29,D,London,6,68,13,0
35537651,M,South West,Silver,46,F,S West,9,52,6,0
35537996,M,Midlands,Platinum,49,F,Midlands,11,58,8,0
35538372,F,South East,Gold,4,A,S & S East,6,57,7,0
35539131,F,Midlands,Tin,34,D,East,26,39,5,1
35539883,F,Midlands,Silver,U,Unknown,Ulster,2,45,8,0
35540180,F,North,Platinum,1,A,Yorkshire,6,62,3,0
35540458,F,South East,Platinum,52,F,London,12,41,2,1
35541748,U,South East,Silver,41,E,London,10,44,9,0
35541977,F,South East,Tin,5,B,S & S East,13,0,7,0
35542892,F,South East,Gold,3,A,London,10,54,8,0
35543252,F,U,Silver,25,C,Unknown,5,72,1,0
35543554,F,South East,Gold,4,A,London,11,55,0,0
35544399,F,Midlands,Silver,35,D,East,9,37,11,1
35544771,F,Midlands,Tin,1,A,Midlands,6,57,5,0
35546740,M,North,Gold,47,F,N East,11,59,2,0
35547487,M,South East,Gold,6,B,S & S East,10,0,12,0
35549161,M,South East,Gold,52,F,S & S East,7,65,20,0
35549536,M,Midlands,Silver,51,F,East,11,75,5,0
35552626,F,North,Gold,2,A,N West,5,62,3,0
35554238,M,North,Tin,35,D,Yorkshire,19,41,9,1
35555960,U,Midlands,Gold,2,A,Wales & West,6,71,19,0
35556214,F,South East,Tin,8,B,S & S East,9,71,9,0
35556958,F,South East,Tin,32,D,London,8,52,8,0
35557776,U,Midlands,Silver,34,D,Midlands,13,44,11,0
35558144,F,South East,Tin,50,F,S & S East,0,48,7,0
35558411,F,South East,Gold,2,A,London,11,0,9,1
35558926,F,Scottish,Silver,23,C,Border,8,39,3,1
35559477,F,North,Gold,27,D,N East,20,32,5,1
35559710,M,South East,Tin,21,C,London,17,33,5,1
35559809,F,South East,Silver,51,F,S & S East,5,0,4,0
35560556,U,Scottish,Tin,2,A,C Scotland,6,59,7,0
35560971,F,South East,Silver,19,C,S & S East,9,36,5,1
35563920,M,Midlands,Silver,34,D,East,4,76,5,0
35564055,F,Midlands,Tin,51,F,Wales & West,11,49,5,0
35564195,U,South East,Tin,51,F,London,0,44,0,0
35565264,M,Scottish,Tin,23,C,Border,5,31,4,0
35569286,F,South East,Tin,46,F,S & S East,12,35,5,1
35569774,F,South East,Tin,14,B,London,11,60,5,0
35570101,F,South East,Tin,41,E,London,8,44,5,0
35570810,M,South East,Silver,36,E,London,5,48,5,0
35571191,F,North,Silver,51,F,N West,8,37,8,1
35571450,F,North,Gold,52,F,Yorkshire,5,67,5,0
35571540,M,South East,Silver,46,F,London,9,35,4,0
35574174,F,South East,Silver,12,B,London,10,47,5,1
35575111,M,Midlands,Silver,37,E,Midlands,6,77,4,0
35575430,F,North,Silver,5,B,N West,3,63,2,0
35576010,M,Scottish,Silver,9,B,C Scotland,6,58,3,0
35576835,F,South East,Gold,14,B,S & S East,8,57,4,0
35577386,U,South East,Tin,32,D,S & S East,5,68,8,0
35578331,U,South West,Gold,43,E,S West,16,76,14,1
35578919,M,North,Tin,38,E,N West,5,48,5,0
35579931,U,South East,Gold,18,C,S & S East,8,42,1,0
35580549,F,South East,Tin,50,F,London,8,26,8,0
35580689,M,Midlands,Silver,34,D,Midlands,8,39,8,1
35581499,F,Midlands,Silver,37,E,Midlands,14,58,7,0
35583041,M,Midlands,Gold,U,Unknown,Ulster,7,64,2,0
35585630,M,South East,Gold,15,B,S & S East,9,64,5,0
35585834,M,South East,Gold,19,C,S & S East,11,55,8,1
35586482,U,South East,Tin,38,E,S & S East,12,34,4,1
35587012,F,South East,Silver,12,B,London,8,59,9,0
35587411,F,South East,Gold,5,B,S & S East,13,56,7,0
35588370,M,South East,Tin,52,F,London,8,33,5,0
35588760,F,South East,Silver,9,B,London,10,30,3,1
35589236,U,Midlands,Silver,11,B,East,12,73,5,0
35591559,M,Midlands,Tin,38,E,East,6,62,5,0
35593020,M,South East,Gold,37,E,London,0,68,2,0
35593179,F,Midlands,Silver,33,D,Midlands,12,33,9,1
35593705,F,South East,Tin,52,F,London,6,33,5,0
35594272,F,South East,Silver,9,B,London,9,32,10,1
35594426,F,South East,Tin,55,U,London,15,34,5,1
35596208,M,South East,Tin,34,D,S & S East,10,33,4,0
35596690,F,South East,Silver,27,D,London,7,29,5,1
35597930,F,Midlands,Gold,16,C,Wales & West,6,67,6,0
35599720,M,South West,Silver,52,F,S West,10,61,5,0
35604871,U,Scottish,Tin,32,D,C Scotland,9,0,10,0
35604960,M,Midlands,Silver,15,B,East,10,66,1,0
35607021,F,South East,Silver,52,F,London,9,67,4,0
35608150,F,Midlands,Silver,16,C,Midlands,7,77,18,0
35609326,F,South East,Gold,20,C,London,8,0,6,0
35612432,F,North,Tin,44,E,N West,7,40,8,0
35612963,U,Midlands,Silver,10,B,Midlands,8,43,5,0
35613838,F,South East,Tin,50,F,London,6,34,4,1
35615474,U,Midlands,Gold,44,E,Midlands,5,41,4,0
35615806,F,South East,Silver,53,F,London,7,30,1,0
35620095,M,South East,Tin,32,D,S & S East,6,43,5,0
35622381,U,Scottish,Silver,32,D,C Scotland,7,69,5,0
35624635,F,Midlands,Silver,35,D,Midlands,6,61,11,0
35627570,F,Midlands,Silver,48,F,Midlands,9,34,5,1
35628312,F,South East,Tin,32,D,S & S East,9,32,4,1
35629602,M,Midlands,Tin,27,D,Wales & West,4,78,8,0
35630724,U,Midlands,Silver,47,F,Midlands,7,63,6,0
35632131,F,South East,Tin,51,F,London,7,0,5,0
35635130,U,Scottish,Tin,46,F,N Scot,4,64,5,0
35635670,M,South East,Silver,24,C,London,6,34,1,1
35636579,M,Midlands,Tin,28,D,Midlands,5,49,4,0
35636978,F,Midlands,Silver,13,B,East,7,76,14,0
35640371,F,Midlands,Gold,12,B,East,11,65,6,0
35640517,F,Midlands,Silver,24,C,Midlands,18,42,1,1
35640673,M,South East,Silver,28,D,London,0,43,1,0
35640762,F,Midlands,Gold,25,C,Midlands,24,59,8,1
35643320,F,Scottish,Platinum,19,C,C Scotland,6,76,14,0
35644342,F,North,Silver,47,F,N West,10,45,9,0
35645772,F,U,Silver,44,E,Unknown,7,63,6,0
35646086,U,Midlands,Platinum,U,Unknown,Ulster,14,71,1,0
35647244,F,Scottish,Silver,32,D,C Scotland,12,54,5,0
35647309,M,South East,Silver,4,A,London,11,32,4,1
35648909,M,Midlands,Tin,12,B,Midlands,4,52,8,0
35649689,M,South East,Tin,52,F,London,4,63,6,0
35649697,U,South East,Tin,35,D,London,8,45,5,0
35650113,F,Midlands,Silver,28,D,Midlands,6,0,1,0
35650881,M,Midlands,Tin,35,D,Midlands,12,37,5,1
35653201,M,Midlands,Silver,28,D,Wales & West,8,0,8,0
35654690,F,South East,Gold,50,F,London,6,44,5,0
35657185,F,North,Tin,20,C,N West,0,53,9,0
35657975,U,South East,Silver,4,A,London,5,51,8,0
35660011,F,South East,Silver,21,C,London,10,0,4,1
35661000,M,South East,Silver,21,C,London,5,54,7,0
35661468,F,North,Silver,13,B,N West,12,59,5,1
35662766,F,North,Gold,33,D,N West,2,55,5,0
35663517,M,North,Silver,27,D,Yorkshire,7,66,10,0
35664475,F,Midlands,Silver,33,D,Midlands,0,0,1,0
35665005,U,Midlands,Gold,32,D,East,11,79,7,0
